CYP2D6 Diplotype	Gaedigk Activity Score (formula)	Coded Genotype/Phenotype Summary	EHR Priority Result Notation
*54/*68	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*54/*69	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*54/*92	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*54/*96	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*54/*99	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*54/*100	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*54/*101	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*56	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*57	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*60	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*62	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*68	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*69	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*92	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*96	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*99	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*100	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*55/*101	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*56/*59	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*56/*72	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*56/*84	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*57/*59	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*57/*72	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*57/*84	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*59/*60	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*59/*62	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*59/*68	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*59/*69	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*59/*92	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*59/*96	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*59/*99	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*59/*100	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*59/*101	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*60/*72	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*60/*84	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*62/*72	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*62/*84	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*68/*72	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*68/*84	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*69/*72	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*69/*84	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*72/*92	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*72/*96	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*72/*99	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*72/*100	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*72/*101	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*84/*92	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*84/*96	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*84/*99	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*84/*100	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*84/*101	0.5	CYP2D6 Intermediate Metabolizer 	Abnormal/Priority/High Risk
*1/*3	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*3xN	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*4	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*4xN	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*5	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*6	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*6xN	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*7	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*8	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*11	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*12	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*13	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*14A	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*15	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*18	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*19	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*20	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*21	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*31	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*36	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*36xN	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*38	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*40	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*42	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*44	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*47	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*51	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*56	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*57	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*60	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*62	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*68	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*69	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*92	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*96	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*99	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*100	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*1/*101	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*3	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*3xN	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*4	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*4xN	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*5	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*6	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*6xN	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*7	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*8	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*11	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*12	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*13	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*14A	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*15	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*18	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*19	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*20	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*21	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*31	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*36	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*36xN	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*38	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*40	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*42	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*44	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*47	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*51	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*56	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*57	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*60	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*62	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*68	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*69	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*92	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*96	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*99	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*100	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*2 /*101	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*9x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*33	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*34	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*35	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*39	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*41x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*45	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*46	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*48	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3/*53	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*9x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*33	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*34	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*35	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*39	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*41x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*45	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*46	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*48	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*3xN/*53	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*9x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*33	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*34	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*35	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*39	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*41x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*45	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*46	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*48	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4/*53	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*9x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*33	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*34	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*35	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*39	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*41x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*45	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*46	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*48	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*4xN/*53	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*9x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*33	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*34	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*35	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*39	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*41x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*45	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*46	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*48	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*5/*53	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*9x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*33	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*34	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*35	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*39	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*41x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*45	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*46	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*48	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6/*53	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*9x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*33	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*34	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*35	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*39	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*41x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*45	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*46	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*48	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*6xN/*53	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*9x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*33	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*34	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*35	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*39	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*41x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*45	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*46	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*48	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*7/*53	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*9x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*33	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*34	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*35	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*39	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*41x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*45	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*46	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*48	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*8/*53	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*9	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*10	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*10x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*14B	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*17	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*29	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*41	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*49	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*50	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*54	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*55	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*59	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*72	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9/*84	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*11	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*12	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*13	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*14A	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*15	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*18	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*19	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*20	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*21	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*31	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*36	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*36xN	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*38	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*40	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*42	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*44	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*47	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*51	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*56	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*57	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*60	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*62	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*68	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*69	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*92	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*96	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*99	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*100	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*9x2/*101	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*10	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*10x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*14B	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*17	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*29	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*41	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*49	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*50	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*54	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*55	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*59	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*72	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10/*84	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*10x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*14B	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*17	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*29	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*41	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*49	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*50	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*54	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*55	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*59	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*72	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*10x2/*84	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*33	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*34	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*35	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*39	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*41x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*45	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*46	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*48	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*11/*53	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*12/*17x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*12/*27	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
*12/*29x2	1	CYP2D6 Normal Metabolizer 	Abnormal/Priority/High Risk
